KEGG	Compound	Enzyme	Enzyme Name	Gene Name	Entrez
C00006	NADP+	1.8.1.9	thioredoxin-disulfide reductase	TXNRD1	7296
C00006	NADP+	1.14.13.8	flavin-containing monooxygenase	FMO1	2326
C00006	NADP+	1.14.13.8	flavin-containing monooxygenase	FMO2	2327
C00006	NADP+	1.14.13.8	flavin-containing monooxygenase	FMO3	2328
C00006	NADP+	1.14.13.8	flavin-containing monooxygenase	FMO4	2329
C00006	NADP+	1.14.13.8	flavin-containing monooxygenase	FMO5	2330
C00006	NADP+	1.14.13.9	kynurenine 3-monooxygenase	KMO	8564
C00006	NADP+	1.14.13.32	albendazole monooxygenase	CYP3A4	1576
C00006	NADP+	1.14.13.39	nitric-oxide synthase (NADPH)	NOS1	4842
C00006	NADP+	1.14.13.39	nitric-oxide synthase (NADPH)	NOS2	4843
C00006	NADP+	1.14.13.39	nitric-oxide synthase (NADPH)	NOS3	4846
C00006	NADP+	1.14.13.225	F-actin monooxygenase	MICAL3	57553
C00006	NADP+	1.14.13.225	F-actin monooxygenase	MICAL1	64780
C00006	NADP+	1.14.13.225	F-actin monooxygenase	MICAL2	9645
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP3A7-CYP3A51P	100861540
C00006	NADP+	1.14.14.1	unspecific monooxygenase	NA	107987478
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP2D6	107987479
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP4F8	11283
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP1A1	1543
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP1A2	1544
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP1B1	1545
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP2A7	1549
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP3A7	1551
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP2A13	1553
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP2C8	1558
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP2C18	1562
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP2D7	1564
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP2D6	1565
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP2F1	1572
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP2J2	1573
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP3A5	1577
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP4B1	1580
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP4Z1	199974
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP4X1	260293
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP2S1	29785
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP4F11	57834
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP3A43	64816
C00006	NADP+	1.14.14.1	unspecific monooxygenase	CYP4F12	66002
C00006	NADP+	1.14.14.29	25/26-hydroxycholesterol 7alpha-hydroxylase	CYP7B1	9420
C00006	NADP+	1.14.18.9	4alpha-methylsterol monooxygenase	MSMO1	6307
C00006	NADP+	1.16.1.6	cyanocobalamin reductase (cyanide-eliminating)	MMACHC	25974
C00006	NADP+	1.16.1.8	[methionine synthase] reductase	MTRR	4552
C00006	NADP+	1.18.1.6	adrenodoxin-NADP+ reductase	FDXR	2232
C00006	NADP+	1.21.1.1	iodotyrosine deiodinase	IYD	389434
C00006	NADP+	2.3.1.85	fatty-acid synthase system	FASN	2194
C00006	NADP+	2.4.99.20	2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase	BST1	683
C00006	NADP+	2.4.99.20	2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase	CD38	952
C00006	NADP+	2.5.1.21	squalene synthase	FDFT1	2222
C00006	NADP+	2.7.1.23	NAD+ kinase	NADK2	133686
C00006	NADP+	2.7.1.23	NAD+ kinase	NADK	65220
C00006	NADP+	5.3.3.1	steroid Delta-isomerase	HSD3B1	3283
C00006	NADP+	5.3.3.1	steroid Delta-isomerase	HSD3B2	3284
C00007	Oxygen	1.1.1.170	3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase (decarboxylating)	NSDHL	50814
C00007	Oxygen	1.1.1.270	3beta-hydroxysteroid 3-dehydrogenase	HSD17B7	51478
C00007	Oxygen	1.1.1.270	3beta-hydroxysteroid 3-dehydrogenase	DHRS11	79154
C00007	Oxygen	1.1.3.15	(S)-2-hydroxy-acid oxidase	HAO2	51179
C00007	Oxygen	1.1.3.15	(S)-2-hydroxy-acid oxidase	HAO1	54363
C00007	Oxygen	1.2.3.1	aldehyde oxidase	AOX1	316
C00007	Oxygen	1.3.3.3	coproporphyrinogen oxidase	CPOX	1371
C00007	Oxygen	1.3.3.4	protoporphyrinogen oxidase	PPOX	5498
C00007	Oxygen	1.3.3.6	acyl-CoA oxidase	ACOX1	51
C00007	Oxygen	1.3.3.6	acyl-CoA oxidase	ACOX3	8310
C00007	Oxygen	1.3.3.15	coproporphyrinogen III oxidase (coproporphyrin-forming)	PPOX	5498
C00007	Oxygen	1.4.3.1	D-aspartate oxidase	DDO	8528
C00007	Oxygen	1.4.3.2	L-amino-acid oxidase	IL4I1	259307
C00007	Oxygen	1.4.3.3	D-amino-acid oxidase	DAO	1610
C00007	Oxygen	1.4.3.4	monoamine oxidase	MAOA	4128
C00007	Oxygen	1.4.3.4	monoamine oxidase	MAOB	4129
C00007	Oxygen	1.4.3.5	pyridoxal 5'-phosphate synthase	PNPO	55163
C00007	Oxygen	1.4.3.13	protein-lysine 6-oxidase	LOX	4015
C00007	Oxygen	1.4.3.21	primary-amine oxidase	AOC2	314
C00007	Oxygen	1.4.3.21	primary-amine oxidase	AOC3	8639
C00007	Oxygen	1.4.3.22	diamine oxidase	AOC1	26
C00007	Oxygen	1.5.3.1	sarcosine oxidase	PIPOX	51268
C00007	Oxygen	1.5.3.7	L-pipecolate oxidase	PIPOX	51268
C00007	Oxygen	1.5.3.13	N1-acetylpolyamine oxidase	PAOX	196743
C00007	Oxygen	1.5.3.16	spermine oxidase	SMOX	54498
C00007	Oxygen	1.6.3.1	NAD(P)H oxidase (H2O2-forming)	DUOX2	50506
C00007	Oxygen	1.6.3.1	NAD(P)H oxidase (H2O2-forming)	DUOX1	53905
C00007	Oxygen	1.6.3.5	renalase	RNLS	55328
C00007	Oxygen	1.8.3.1	sulfite oxidase	SUOX	6821
C00007	Oxygen	1.8.3.2	thiol oxidase	QSOX2	169714
C00007	Oxygen	1.8.3.2	thiol oxidase	GFER	2671
C00007	Oxygen	1.8.3.2	thiol oxidase	QSOX1	5768
C00007	Oxygen	1.8.3.4	methanethiol oxidase	SELENBP1	8991
C00007	Oxygen	1.8.3.5	prenylcysteine oxidase	PCYOX1	51449
C00007	Oxygen	1.8.3.6	farnesylcysteine lyase	PCYOX1	51449
C00007	Oxygen	1.8.3.7	formylglycine-generating enzyme	SUMF1	285362
C00007	Oxygen	1.9.3.1	cytochrome-c oxidase	COX1	4512
C00007	Oxygen	1.11.1.6	catalase	CAT	847
C00007	Oxygen	1.13.11.5	homogentisate 1,2-dioxygenase	HGD	3081
C00007	Oxygen	1.13.11.6	3-hydroxyanthranilate 3,4-dioxygenase	HAAO	23498
C00007	Oxygen	1.13.11.11	tryptophan 2,3-dioxygenase	TDO2	6999
C00007	Oxygen	1.13.11.18	persulfide dioxygenase	ETHE1	23474
C00007	Oxygen	1.13.11.19	cysteamine dioxygenase	ADO	84890
C00007	Oxygen	1.13.11.20	cysteine dioxygenase	CDO1	1036
C00007	Oxygen	1.13.11.27	4-hydroxyphenylpyruvate dioxygenase	HPD	3242
C00007	Oxygen	1.13.11.31	arachidonate 12-lipoxygenase	ALOX12	239
C00007	Oxygen	1.13.11.33	arachidonate 15-lipoxygenase	ALOX15	246
C00007	Oxygen	1.13.11.33	arachidonate 15-lipoxygenase	ALOX15B	247
C00007	Oxygen	1.13.11.34	arachidonate 5-lipoxygenase	ALOX5	240
C00007	Oxygen	1.13.11.52	indoleamine 2,3-dioxygenase	IDO2	169355
C00007	Oxygen	1.13.11.52	indoleamine 2,3-dioxygenase	IDO1	3620
C00007	Oxygen	1.13.11.53	acireductone dioxygenase (Ni2+-requiring)	ADI1	55256
C00007	Oxygen	1.13.11.54	acireductone dioxygenase [iron(II)-requiring]	ADI1	55256
C00007	Oxygen	1.13.11.63	beta-carotene 15,15'-dioxygenase	BCO1	53630
C00007	Oxygen	1.13.11.71	carotenoid-9',10'-cleaving dioxygenase	BCO2	83875
C00007	Oxygen	1.13.99.1	inositol oxygenase	MIOX	55586
C00007	Oxygen	1.14.11.1	gamma-butyrobetaine dioxygenase	BBOX1	8424
C00007	Oxygen	1.14.11.2	procollagen-proline 4-dioxygenase	P4HA3	283208
C00007	Oxygen	1.14.11.2	procollagen-proline 4-dioxygenase	P4HA1	5033
C00007	Oxygen	1.14.11.2	procollagen-proline 4-dioxygenase	P4HA2	8974
C00007	Oxygen	1.14.11.4	procollagen-lysine 5-dioxygenase	PLOD1	5351
C00007	Oxygen	1.14.11.4	procollagen-lysine 5-dioxygenase	PLOD2	5352
C00007	Oxygen	1.14.11.4	procollagen-lysine 5-dioxygenase	PLOD3	8985
C00007	Oxygen	1.14.11.7	procollagen-proline 3-dioxygenase	P3H3	10536
C00007	Oxygen	1.14.11.7	procollagen-proline 3-dioxygenase	P3H2	55214
C00007	Oxygen	1.14.11.7	procollagen-proline 3-dioxygenase	P3H1	64175
C00007	Oxygen	1.14.11.8	trimethyllysine dioxygenase	TMLHE	55217
C00007	Oxygen	1.14.11.16	peptide-aspartate beta-dioxygenase	ASPH	444
C00007	Oxygen	1.14.11.18	phytanoyl-CoA dioxygenase	PHYH	5264
C00007	Oxygen	1.14.11.27	[histone H3]-dimethyl-L-lysine36 demethylase	KDM2A	22992
C00007	Oxygen	1.14.11.27	[histone H3]-dimethyl-L-lysine36 demethylase	RIOX1	79697
C00007	Oxygen	1.14.11.27	[histone H3]-dimethyl-L-lysine36 demethylase	KDM8	79831
C00007	Oxygen	1.14.11.27	[histone H3]-dimethyl-L-lysine36 demethylase	KDM2B	84678
C00007	Oxygen	1.14.11.42	tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase	TYW5	129450
C00007	Oxygen	1.14.11.51	DNA N6-methyladenine demethylase	ALKBH1	8846
C00007	Oxygen	1.14.11.63	peptidyl-lysine (3S)-dioxygenase	JMJD7	100137047
C00007	Oxygen	1.14.11.65	[histone H3]-dimethyl-L-lysine9 demethylase	PHF8	23133
C00007	Oxygen	1.14.11.65	[histone H3]-dimethyl-L-lysine9 demethylase	KDM3B	51780
C00007	Oxygen	1.14.11.65	[histone H3]-dimethyl-L-lysine9 demethylase	HR	55806
C00007	Oxygen	1.14.11.65	[histone H3]-dimethyl-L-lysine9 demethylase	KDM3A	55818
C00007	Oxygen	1.14.11.65	[histone H3]-dimethyl-L-lysine9 demethylase	KDM7A	80853
C00007	Oxygen	1.14.11.66	[histone H3]-trimethyl-L-lysine9 demethylase	KDM4B	23030
C00007	Oxygen	1.14.11.66	[histone H3]-trimethyl-L-lysine9 demethylase	KDM4C	23081
C00007	Oxygen	1.14.11.66	[histone H3]-trimethyl-L-lysine9 demethylase	KDM4E	390245
C00007	Oxygen	1.14.11.66	[histone H3]-trimethyl-L-lysine9 demethylase	KDM4D	55693
C00007	Oxygen	1.14.11.66	[histone H3]-trimethyl-L-lysine9 demethylase	KDM4A	9682
C00007	Oxygen	1.14.11.67	[histone H3]-trimethyl-L-lysine4 demethylase	KDM5B	10765
C00007	Oxygen	1.14.11.67	[histone H3]-trimethyl-L-lysine4 demethylase	KDM5A	5927
C00007	Oxygen	1.14.11.67	[histone H3]-trimethyl-L-lysine4 demethylase	KDM5C	8242
C00007	Oxygen	1.14.11.67	[histone H3]-trimethyl-L-lysine4 demethylase	KDM5D	8284
C00007	Oxygen	1.14.11.68	[histone H3]-trimethyl-L-lysine27 demethylase	KDM6B	23135
C00007	Oxygen	1.14.11.68	[histone H3]-trimethyl-L-lysine27 demethylase	KDM6A	7403
C00007	Oxygen	1.14.11.68	[histone H3]-trimethyl-L-lysine27 demethylase	UTY	7404
C00007	Oxygen	1.14.11.69	[histone H3]-trimethyl-L-lysine36 demethylase	KDM4B	23030
C00007	Oxygen	1.14.11.69	[histone H3]-trimethyl-L-lysine36 demethylase	KDM4C	23081
C00007	Oxygen	1.14.11.69	[histone H3]-trimethyl-L-lysine36 demethylase	KDM4E	390245
C00007	Oxygen	1.14.11.69	[histone H3]-trimethyl-L-lysine36 demethylase	KDM4D	55693
C00007	Oxygen	1.14.11.69	[histone H3]-trimethyl-L-lysine36 demethylase	KDM4A	9682
C00007	Oxygen	1.14.13.8	flavin-containing monooxygenase	FMO1	2326
C00007	Oxygen	1.14.13.8	flavin-containing monooxygenase	FMO2	2327
C00007	Oxygen	1.14.13.8	flavin-containing monooxygenase	FMO3	2328
C00007	Oxygen	1.14.13.8	flavin-containing monooxygenase	FMO4	2329
C00007	Oxygen	1.14.13.8	flavin-containing monooxygenase	FMO5	2330
C00007	Oxygen	1.14.13.9	kynurenine 3-monooxygenase	KMO	8564
C00007	Oxygen	1.14.13.32	albendazole monooxygenase	CYP3A4	1576
C00007	Oxygen	1.14.13.39	nitric-oxide synthase (NADPH)	NOS1	4842
C00007	Oxygen	1.14.13.39	nitric-oxide synthase (NADPH)	NOS2	4843
C00007	Oxygen	1.14.13.39	nitric-oxide synthase (NADPH)	NOS3	4846
C00007	Oxygen	1.14.13.225	F-actin monooxygenase	MICAL3	57553
C00007	Oxygen	1.14.13.225	F-actin monooxygenase	MICAL1	64780
C00007	Oxygen	1.14.13.225	F-actin monooxygenase	MICAL2	9645
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP3A7-CYP3A51P	100861540
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	NA	107987478
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP2D6	107987479
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP4F8	11283
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP1A1	1543
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP1A2	1544
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP1B1	1545
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP2A7	1549
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP3A7	1551
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP2A13	1553
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP2C8	1558
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP2C18	1562
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP2D7	1564
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP2D6	1565
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP2F1	1572
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP2J2	1573
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP3A5	1577
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP4B1	1580
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP4Z1	199974
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP4X1	260293
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP2S1	29785
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP4F11	57834
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP3A43	64816
C00007	Oxygen	1.14.14.1	unspecific monooxygenase	CYP4F12	66002
C00007	Oxygen	1.14.14.14	aromatase	CYP19A1	1588
C00007	Oxygen	1.14.14.16	steroid 21-monooxygenase	CYP21A2	1589
C00007	Oxygen	1.14.14.17	squalene monooxygenase	SQLE	6713
C00007	Oxygen	1.14.14.18	heme oxygenase (biliverdin-producing)	HMOX1	3162
C00007	Oxygen	1.14.14.18	heme oxygenase (biliverdin-producing)	HMOX2	3163
C00007	Oxygen	1.14.14.19	steroid 17alpha-monooxygenase	CYP17A1	1586
C00007	Oxygen	1.14.14.23	cholesterol 7alpha-monooxygenase	CYP7A1	1581
C00007	Oxygen	1.14.14.24	vitamin D 25-hydroxylase	CYP2R1	120227
C00007	Oxygen	1.14.14.25	cholesterol 24-hydroxylase	CYP46A1	10858
C00007	Oxygen	1.14.14.26	24-hydroxycholesterol 7alpha-hydroxylase	CYP39A1	51302
C00007	Oxygen	1.14.14.29	25/26-hydroxycholesterol 7alpha-hydroxylase	CYP7B1	9420
C00007	Oxygen	1.14.14.32	17alpha-hydroxyprogesterone deacetylase	CYP17A1	1586
C00007	Oxygen	1.14.14.51	(S)-limonene 6-monooxygenase	CYP2C19	1557
C00007	Oxygen	1.14.14.51	(S)-limonene 6-monooxygenase	CYP2C9	1559
C00007	Oxygen	1.14.14.52	(S)-limonene 7-monooxygenase	CYP2C19	1557
C00007	Oxygen	1.14.14.52	(S)-limonene 7-monooxygenase	CYP2C9	1559
C00007	Oxygen	1.14.14.53	(R)-limonene 6-monooxygenase	CYP2C19	1557
C00007	Oxygen	1.14.14.53	(R)-limonene 6-monooxygenase	CYP2C9	1559
C00007	Oxygen	1.14.14.55	quinine 3-monooxygenase	CYP3A4	1576
C00007	Oxygen	1.14.14.56	1,8-cineole 2-exo-monooxygenase	CYP3A4	1576
C00007	Oxygen	1.14.14.57	taurochenodeoxycholate 6alpha-hydroxylase	CYP3A4	1576
C00007	Oxygen	1.14.14.73	albendazole monooxygenase (sulfoxide-forming)	CYP2J2	1573
C00007	Oxygen	1.14.14.73	albendazole monooxygenase (sulfoxide-forming)	CYP3A4	1576
C00007	Oxygen	1.14.14.74	albendazole monooxygenase (hydroxylating)	CYP2J2	1573
C00007	Oxygen	1.14.14.75	fenbendazole monooxygenase (4'-hydroxylating)	CYP2C19	1557
C00007	Oxygen	1.14.14.75	fenbendazole monooxygenase (4'-hydroxylating)	CYP2J2	1573
C00007	Oxygen	1.14.14.78	phylloquinone omega-hydroxylase	CYP4F3	4051
C00007	Oxygen	1.14.14.78	phylloquinone omega-hydroxylase	CYP4F11	57834
C00007	Oxygen	1.14.14.78	phylloquinone omega-hydroxylase	CYP4F2	8529
C00007	Oxygen	1.14.14.79	docosahexaenoic acid omega-hydroxylase	CYP4V2	285440
C00007	Oxygen	1.14.14.79	docosahexaenoic acid omega-hydroxylase	CYP4F3	4051
C00007	Oxygen	1.14.14.79	docosahexaenoic acid omega-hydroxylase	CYP4F2	8529
C00007	Oxygen	1.14.14.80	long-chain fatty acid omega-monooxygenase	CYP4A11	1579
C00007	Oxygen	1.14.14.80	long-chain fatty acid omega-monooxygenase	CYP4A22	284541
C00007	Oxygen	1.14.14.94	leukotriene-B4 20-monooxygenase	CYP4F3	4051
C00007	Oxygen	1.14.14.94	leukotriene-B4 20-monooxygenase	CYP4F2	8529
C00007	Oxygen	1.14.14.139	5beta-cholestane-3alpha,7alpha-diol 12alpha-hydroxylase	CYP8B1	1582
C00007	Oxygen	1.14.14.154	sterol 14alpha-demethylase	CYP51A1	1595
C00007	Oxygen	1.14.15.4	steroid 11beta-monooxygenase	CYP11B1	1584
C00007	Oxygen	1.14.15.4	steroid 11beta-monooxygenase	CYP11B2	1585
C00007	Oxygen	1.14.15.5	corticosterone 18-monooxygenase	CYP11B2	1585
C00007	Oxygen	1.14.15.6	cholesterol monooxygenase (side-chain-cleaving)	CYP11A1	1583
C00007	Oxygen	1.14.15.15	cholestanetriol 26-monooxygenase	CYP27A1	1593
C00007	Oxygen	1.14.15.16	vitamin D3 24-hydroxylase	CYP24A1	1591
C00007	Oxygen	1.14.15.18	calcidiol 1-monooxygenase	CYP27B1	1594
C00007	Oxygen	1.14.15.36	sterol 14alpha-demethylase (ferredoxin)	CYP51A1	1595
C00007	Oxygen	1.14.16.1	phenylalanine 4-monooxygenase	PAH	5053
C00007	Oxygen	1.14.16.2	tyrosine 3-monooxygenase	TH	7054
C00007	Oxygen	1.14.16.4	tryptophan 5-monooxygenase	TPH2	121278
C00007	Oxygen	1.14.16.4	tryptophan 5-monooxygenase	TPH1	7166
C00007	Oxygen	1.14.16.5	alkylglycerol monooxygenase	AGMO	392636
C00007	Oxygen	1.14.17.1	dopamine beta-monooxygenase	DBH	1621
C00007	Oxygen	1.14.17.3	peptidylglycine monooxygenase	PAM	5066
C00007	Oxygen	1.14.18.1	tyrosinase	TYR	7299
C00007	Oxygen	1.14.18.5	sphingolipid C4-monooxygenase	DEGS2	123099
C00007	Oxygen	1.14.18.5	sphingolipid C4-monooxygenase	DEGS1	8560
C00007	Oxygen	1.14.18.6	4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase	FA2H	79152
C00007	Oxygen	1.14.18.8	7alpha-hydroxycholest-4-en-3-one 12alpha-hydroxylase	CYP8B1	1582
C00007	Oxygen	1.14.18.9	4alpha-methylsterol monooxygenase	MSMO1	6307
C00007	Oxygen	1.14.19.1	stearoyl-CoA 9-desaturase	SCD	6319
C00007	Oxygen	1.14.19.1	stearoyl-CoA 9-desaturase	SCD5	79966
C00007	Oxygen	1.14.19.3	acyl-CoA 6-desaturase	FADS2	9415
C00007	Oxygen	1.14.19.17	sphingolipid 4-desaturase	DEGS2	123099
C00007	Oxygen	1.14.19.17	sphingolipid 4-desaturase	DEGS1	8560
C00007	Oxygen	1.14.19.20	Delta7-sterol 5(6)-desaturase	SC5D	6309
C00007	Oxygen	1.14.19.44	acyl-CoA (8-3)-desaturase	FADS1	3992
C00007	Oxygen	1.14.19.53	all-trans-retinol 3,4-desaturase	CYP27C1	339761
C00007	Oxygen	1.14.99.1	prostaglandin-endoperoxide synthase	PTGS1	5742
C00007	Oxygen	1.14.99.1	prostaglandin-endoperoxide synthase	PTGS2	5743
C00007	Oxygen	1.14.99.29	deoxyhypusine monooxygenase	DOHH	83475
C00007	Oxygen	1.14.99.38	cholesterol 25-hydroxylase	CH25H	9023
C00007	Oxygen	1.14.99.60	3-demethoxyubiquinol 3-hydroxylase	COQ7	10229
C00007	Oxygen	1.15.1.1	superoxide dismutase	SOD1	6647
C00007	Oxygen	1.15.1.1	superoxide dismutase	SOD2	6648
C00007	Oxygen	1.15.1.1	superoxide dismutase	SOD3	6649
C00007	Oxygen	1.16.3.1	ferroxidase	CP	1356
C00007	Oxygen	1.16.3.1	ferroxidase	FXN	2395
C00007	Oxygen	1.16.3.1	ferroxidase	HEPH	9843
C00007	Oxygen	1.17.3.2	xanthine oxidase	XDH	7498
C00007	Oxygen	4.1.1.90	peptidyl-glutamate 4-carboxylase	GGCX	2677
C00008	ADP	1.17.4.1	ribonucleoside-diphosphate reductase	RRM2B	50484
C00008	ADP	1.17.4.1	ribonucleoside-diphosphate reductase	RRM1	6240
C00008	ADP	1.17.4.1	ribonucleoside-diphosphate reductase	RRM2	6241
C00008	ADP	2.3.3.8	ATP citrate synthase	ACLY	47
C00008	ADP	2.7.1.1	hexokinase	HK1	3098
C00008	ADP	2.7.1.1	hexokinase	HK2	3099
C00008	ADP	2.7.1.1	hexokinase	HK3	3101
C00008	ADP	2.7.1.1	hexokinase	HKDC1	80201
C00008	ADP	2.7.1.2	glucokinase	GCK	2645
C00008	ADP	2.7.1.3	ketohexokinase	KHK	3795
C00008	ADP	2.7.1.6	galactokinase	GALK1	2584
C00008	ADP	2.7.1.11	6-phosphofructokinase	PFKL	5211
C00008	ADP	2.7.1.11	6-phosphofructokinase	PFKM	5213
C00008	ADP	2.7.1.11	6-phosphofructokinase	PFKP	5214
C00008	ADP	2.7.1.12	gluconokinase	IDNK	414328
C00008	ADP	2.7.1.14	sedoheptulokinase	SHPK	23729
C00008	ADP	2.7.1.15	ribokinase	RBKS	64080
C00008	ADP	2.7.1.17	xylulokinase	XYLB	9942
C00008	ADP	2.7.1.20	adenosine kinase	ADK	132
C00008	ADP	2.7.1.21	thymidine kinase	TK1	7083
C00008	ADP	2.7.1.21	thymidine kinase	TK2	7084
C00008	ADP	2.7.1.22	ribosylnicotinamide kinase	NMRK2	27231
C00008	ADP	2.7.1.22	ribosylnicotinamide kinase	NMRK1	54981
C00008	ADP	2.7.1.23	NAD+ kinase	NADK2	133686
C00008	ADP	2.7.1.23	NAD+ kinase	NADK	65220
C00008	ADP	2.7.1.24	dephospho-CoA kinase	COASY	80347
C00008	ADP	2.7.1.25	adenylyl-sulfate kinase	PAPSS2	9060
C00008	ADP	2.7.1.25	adenylyl-sulfate kinase	PAPSS1	9061
C00008	ADP	2.7.1.26	riboflavin kinase	RFK	55312
C00008	ADP	2.7.1.28	triokinase	TKFC	26007
C00008	ADP	2.7.1.29	glycerone kinase	TKFC	26007
C00008	ADP	2.7.1.30	glycerol kinase	GK5	256356
C00008	ADP	2.7.1.30	glycerol kinase	GK	2710
C00008	ADP	2.7.1.30	glycerol kinase	GK2	2712
C00008	ADP	2.7.1.32	choline kinase	CHKA	1119
C00008	ADP	2.7.1.32	choline kinase	CHKB	1120
C00008	ADP	2.7.1.33	pantothenate kinase	PANK1	53354
C00008	ADP	2.7.1.33	pantothenate kinase	PANK4	55229
C00008	ADP	2.7.1.33	pantothenate kinase	PANK3	79646
C00008	ADP	2.7.1.33	pantothenate kinase	PANK2	80025
C00008	ADP	2.7.1.35	pyridoxal kinase	PDXK	8566
C00008	ADP	2.7.1.36	mevalonate kinase	MVK	4598
C00008	ADP	2.7.1.40	pyruvate kinase	PKLR	5313
C00008	ADP	2.7.1.40	pyruvate kinase	PKM	5315
C00008	ADP	2.7.1.48	uridine kinase	UCKL1	54963
C00008	ADP	2.7.1.48	uridine kinase	UCK2	7371
C00008	ADP	2.7.1.48	uridine kinase	UCK1	83549
C00008	ADP	2.7.1.52	fucokinase	FCSK	197258
C00008	ADP	2.7.1.59	N-acetylglucosamine kinase	NAGK	55577
C00008	ADP	2.7.1.60	N-acylmannosamine kinase	GNE	10020
C00008	ADP	2.7.1.67	1-phosphatidylinositol 4-kinase	PI4KA	5297
C00008	ADP	2.7.1.67	1-phosphatidylinositol 4-kinase	PI4KB	5298
C00008	ADP	2.7.1.67	1-phosphatidylinositol 4-kinase	PI4K2B	55300
C00008	ADP	2.7.1.67	1-phosphatidylinositol 4-kinase	PI4K2A	55361
C00008	ADP	2.7.1.68	1-phosphatidylinositol-4-phosphate 5-kinase	PIP5KL1	138429
C00008	ADP	2.7.1.68	1-phosphatidylinositol-4-phosphate 5-kinase	PIP5K1C	23396
C00008	ADP	2.7.1.68	1-phosphatidylinositol-4-phosphate 5-kinase	PIP5K1A	8394
C00008	ADP	2.7.1.68	1-phosphatidylinositol-4-phosphate 5-kinase	PIP5K1B	8395
C00008	ADP	2.7.1.74	deoxycytidine kinase	DCK	1633
C00008	ADP	2.7.1.78	polynucleotide 5'-hydroxyl-kinase	CLP1	10978
C00008	ADP	2.7.1.78	polynucleotide 5'-hydroxyl-kinase	PNKP	11284
C00008	ADP	2.7.1.82	ethanolamine kinase	CHKA	1119
C00008	ADP	2.7.1.82	ethanolamine kinase	CHKB	1120
C00008	ADP	2.7.1.82	ethanolamine kinase	ETNK2	55224
C00008	ADP	2.7.1.82	ethanolamine kinase	ETNK1	55500
C00008	ADP	2.7.1.91	sphingosine kinase	SPHK2	56848
C00008	ADP	2.7.1.91	sphingosine kinase	SPHK1	8877
C00008	ADP	2.7.1.94	acylglycerol kinase	AGK	55750
C00008	ADP	2.7.1.105	6-phosphofructo-2-kinase	PFKFB1	5207
C00008	ADP	2.7.1.105	6-phosphofructo-2-kinase	PFKFB2	5208
C00008	ADP	2.7.1.105	6-phosphofructo-2-kinase	PFKFB3	5209
